product_id,manufacturer_id,attribute_1,attribute_2,attribute_3,attribute_4,attribute_5,categories,category_id,parent_category
30572,322,6,1,536,0,46,1984.0,1984.0,158.0
20358,406,10,0,527,0,45,3107.0,3107.0,300.0
20358,406,10,0,527,0,45,1529.0,1529.0,21.0
20358,406,10,0,527,0,45,3587.0,3587.0,508.0
20358,406,10,0,527,0,45,3469.0,3469.0,508.0
20358,406,10,0,527,0,45,1763.0,1763.0,522.0
30549,844,10,1,517,0,45,,1644.6,613.0
23883,704,10,0,507,0,185,3529.0,3529.0,350.0
23883,704,10,0,507,0,185,1421.0,1421.0,350.0
23883,704,10,0,507,0,185,557.0,557.0,191.0
23883,704,10,0,507,0,185,704.0,704.0,14.0
32324,964,4,0,491,0,66,3228.0,3228.0,106.0
14133,322,4,1,536,0,144,,1385.8,613.0
22564,727,10,1,502,3,39,667.0,667.0,391.0
17361,257,10,1,536,0,156,300.0,300.0,28.0
13185,600,6,1,491,3,117,3900.0,3900.0,522.0
13185,600,6,1,491,3,117,3901.0,3901.0,522.0
13185,600,6,1,491,3,117,3902.0,3902.0,522.0
13185,600,6,1,491,3,117,3903.0,3903.0,522.0
7756,322,6,1,536,0,46,,2343.0,613.0
18658,322,6,2,536,0,46,,2343.0,613.0
11959,322,6,1,536,0,46,1221.0,1221.0,158.0
31233,322,6,1,536,0,46,1221.0,1221.0,158.0
11623,641,4,1,491,0,66,,1783.2,613.0
21065,322,6,0,536,0,122,856.0,856.0,551.0
21065,322,6,0,536,0,122,812.0,812.0,46.0
25860,1277,4,1,491,0,66,855.0,855.0,37.0
25860,1277,4,1,491,0,66,1807.0,1807.0,15.0
12532,1368,4,1,466,0,-1,752.0,752.0,125.0
12532,1368,4,1,466,0,-1,2788.0,2788.0,125.0
6777,9,4,2,523,0,-1,1365.0,1365.0,244.0
6777,9,4,2,523,0,-1,2962.0,2962.0,281.0
6777,9,4,2,523,0,-1,3916.0,3916.0,522.0
27600,322,6,0,536,0,122,3078.0,3078.0,358.0
27600,322,6,0,536,0,122,856.0,856.0,551.0
27600,322,6,0,536,0,122,2435.0,2435.0,46.0
32656,943,4,1,491,0,66,,1783.2,613.0
3189,673,4,1,487,3,66,860.0,860.0,526.0
3189,673,4,1,487,3,66,2309.0,2309.0,607.0
7978,361,4,0,271,3,168,3259.0,3259.0,378.0
7978,361,4,0,271,3,168,847.0,847.0,328.0
7978,361,4,0,271,3,168,2902.0,2902.0,301.0
7978,361,4,0,271,3,168,977.0,977.0,10.0
7978,361,4,0,271,3,168,1006.0,1006.0,462.0
7978,361,4,0,271,3,168,2384.0,2384.0,560.0
7978,361,4,0,271,3,168,3909.0,3909.0,522.0
13006,1265,4,0,514,0,187,1098.0,1098.0,548.0
13006,1265,4,0,514,0,187,83.0,83.0,445.0
13006,1265,4,0,514,0,187,2366.0,2366.0,445.0
13006,1265,4,0,514,0,187,3086.0,3086.0,445.0
29722,641,4,1,486,0,66,,1783.2,613.0
6193,1023,10,0,522,0,29,1147.0,1147.0,88.0
6193,1023,10,0,522,0,29,2790.0,2790.0,526.0
6193,1023,10,0,522,0,29,1085.0,1085.0,342.0
6193,1023,10,0,522,0,29,3084.0,3084.0,29.0
6193,1023,10,0,522,0,29,668.0,668.0,29.0
6193,1023,10,0,522,0,29,1097.0,1097.0,29.0
6193,1023,10,0,522,0,29,655.0,655.0,29.0
6193,1023,10,0,522,0,29,1138.0,1138.0,80.0
24143,322,4,1,536,0,144,,1385.8,613.0
31261,1366,6,1,537,3,17,74.0,74.0,361.0
31261,1366,6,1,537,3,17,4048.0,4048.0,522.0
30430,207,4,0,60,3,140,327.0,327.0,37.0
30430,207,4,0,60,3,140,3978.0,3978.0,522.0
9678,199,6,1,171,0,45,1505.0,1505.0,120.0
9678,199,6,1,171,0,45,1350.0,1350.0,163.0
9678,199,6,1,171,0,45,4049.0,4049.0,522.0
24707,1040,4,0,469,0,51,407.0,407.0,44.0
24707,1040,4,0,469,0,51,924.0,924.0,501.0
24707,1040,4,0,469,0,51,1388.0,1388.0,474.0
26289,1040,4,0,469,0,51,407.0,407.0,44.0
26289,1040,4,0,469,0,51,924.0,924.0,501.0
26289,1040,4,0,469,0,51,1388.0,1388.0,474.0
7470,186,4,0,28,0,48,813.0,813.0,175.0
7470,186,4,0,28,0,48,4039.0,4039.0,522.0
228,797,6,1,497,0,105,,1890.6,613.0
29556,1366,6,1,537,3,17,74.0,74.0,361.0
29556,1366,6,1,537,3,17,4048.0,4048.0,522.0
14985,1366,6,1,537,3,17,74.0,74.0,361.0
14985,1366,6,1,537,3,17,4048.0,4048.0,522.0
27085,703,4,0,335,0,62,474.0,474.0,358.0
27085,703,4,0,335,0,62,1330.0,1330.0,481.0
27085,703,4,0,335,0,62,1692.0,1692.0,114.0
27085,703,4,0,335,0,62,3915.0,3915.0,522.0
13232,238,4,1,517,3,-1,1956.0,1956.0,225.0
13232,238,4,1,517,3,-1,2732.0,2732.0,548.0
13232,238,4,1,517,3,-1,525.0,525.0,74.0
10067,365,4,1,497,3,13,394.0,394.0,130.0
10067,365,4,1,497,3,13,3625.0,3625.0,238.0
10067,365,4,1,497,3,13,2872.0,2872.0,241.0
25960,1040,4,0,469,0,51,407.0,407.0,44.0
25960,1040,4,0,469,0,51,924.0,924.0,501.0
25960,1040,4,0,469,0,51,1388.0,1388.0,474.0
25026,279,6,1,486,0,117,188.0,188.0,15.0
8244,653,6,0,487,0,117,542.0,542.0,356.0
8244,653,6,0,487,0,117,2894.0,2894.0,320.0
8244,653,6,0,487,0,117,3901.0,3901.0,522.0
8244,653,6,0,487,0,117,3910.0,3910.0,522.0
8244,653,6,0,487,0,117,3911.0,3911.0,522.0
8244,653,6,0,487,0,117,1462.0,1462.0,258.0
8244,653,6,0,487,0,117,1461.0,1461.0,258.0
8244,653,6,0,487,0,117,914.0,914.0,453.0
7467,653,6,0,487,0,117,2614.0,2614.0,328.0
7467,653,6,0,487,0,117,3391.0,3391.0,356.0
7467,653,6,0,487,0,117,4051.0,4051.0,522.0
16801,559,6,1,536,0,46,,2343.0,613.0
7679,610,10,1,507,0,23,1501.0,1501.0,350.0
7679,610,10,1,507,0,23,3529.0,3529.0,350.0
7679,610,10,1,507,0,23,2023.0,2023.0,565.0
152,766,4,1,491,3,48,3228.0,3228.0,106.0
28222,185,4,0,131,0,144,47.0,47.0,106.0
14918,1000,6,2,491,0,117,1069.0,1069.0,193.0
14918,1000,6,2,491,0,117,274.0,274.0,340.0
14918,1000,6,2,491,0,117,1800.0,1800.0,13.0
14918,1000,6,2,491,0,117,1800.0,1800.0,410.0
14918,1000,6,2,491,0,117,1131.0,1131.0,92.0
14918,1000,6,2,491,0,117,1113.0,1113.0,247.0
14918,1000,6,2,491,0,117,3613.0,3613.0,522.0
21476,1000,6,0,491,0,-1,1921.0,1921.0,193.0
21476,1000,6,0,491,0,-1,274.0,274.0,340.0
21476,1000,6,0,491,0,-1,2862.0,2862.0,13.0
21476,1000,6,0,491,0,-1,2905.0,2905.0,92.0
21476,1000,6,0,491,0,-1,1301.0,1301.0,553.0
21476,1000,6,0,491,0,-1,859.0,859.0,235.0
21476,1000,6,0,491,0,-1,4050.0,4050.0,522.0
23792,185,4,0,131,3,151,47.0,47.0,106.0
23792,185,4,0,131,3,151,279.0,279.0,104.0
5053,1010,10,0,503,-1,29,3901.0,3901.0,522.0
5053,1010,10,0,503,-1,29,3910.0,3910.0,522.0
5053,1010,10,0,503,-1,29,3593.0,3593.0,569.0
5053,1010,10,0,503,-1,29,146.0,146.0,529.0
5053,1010,10,0,503,-1,29,1091.0,1091.0,529.0
5053,1010,10,0,503,-1,29,1138.0,1138.0,80.0
24069,492,10,1,505,0,126,1402.0,1402.0,407.0
24069,492,10,1,505,0,126,1450.0,1450.0,494.0
24069,492,10,1,505,0,126,3345.0,3345.0,249.0
22197,1000,6,0,491,0,-1,1921.0,1921.0,193.0
22197,1000,6,0,491,0,-1,274.0,274.0,340.0
22197,1000,6,0,491,0,-1,2862.0,2862.0,13.0
22197,1000,6,0,491,0,-1,2905.0,2905.0,92.0
22197,1000,6,0,491,0,-1,1301.0,1301.0,553.0
22197,1000,6,0,491,0,-1,859.0,859.0,235.0
22197,1000,6,0,491,0,-1,4043.0,4043.0,522.0
6691,1010,10,0,503,-1,17,3901.0,3901.0,522.0
6691,1010,10,0,503,-1,17,3910.0,3910.0,522.0
6691,1010,10,0,503,-1,17,578.0,578.0,609.0
6691,1010,10,0,503,-1,17,1228.0,1228.0,569.0
6691,1010,10,0,503,-1,17,288.0,288.0,7.0
8692,19,10,1,509,3,-1,667.0,667.0,391.0
28377,1010,10,0,503,-1,17,3901.0,3901.0,522.0
28377,1010,10,0,503,-1,17,3910.0,3910.0,522.0
28377,1010,10,0,503,-1,17,1748.0,1748.0,569.0
28377,1010,10,0,503,-1,17,3654.0,3654.0,361.0
28377,1010,10,0,503,-1,17,2995.0,2995.0,391.0
28377,1010,10,0,503,-1,17,3985.0,3985.0,522.0
5877,589,10,1,503,3,85,1091.0,1091.0,529.0
5877,589,10,1,503,3,85,2325.0,2325.0,80.0
6558,589,10,1,503,3,85,3424.0,3424.0,391.0
6558,589,10,1,503,3,85,2995.0,2995.0,391.0
30420,589,10,0,503,3,122,1091.0,1091.0,529.0
30420,589,10,0,503,3,122,2325.0,2325.0,80.0
6978,772,10,1,522,0,90,2790.0,2790.0,526.0
12886,8,4,1,450,0,76,,1849.0,613.0
14366,1025,10,0,503,0,17,3900.0,3900.0,522.0
14366,1025,10,0,503,0,17,3901.0,3901.0,522.0
14366,1025,10,0,503,0,17,3902.0,3902.0,522.0
14366,1025,10,0,503,0,17,3903.0,3903.0,522.0
14366,1025,10,0,503,0,17,3696.0,3696.0,176.0
14366,1025,10,0,503,0,17,3910.0,3910.0,522.0
14366,1025,10,0,503,0,17,74.0,74.0,361.0
14366,1025,10,0,503,0,17,3953.0,3953.0,522.0
14195,772,10,1,500,0,17,3455.0,3455.0,156.0
14195,772,10,1,500,0,17,879.0,879.0,353.0
14195,772,10,1,500,0,17,1855.0,1855.0,555.0
31698,772,10,1,500,0,17,3455.0,3455.0,156.0
31698,772,10,1,500,0,17,879.0,879.0,353.0
31698,772,10,1,500,0,17,1855.0,1855.0,555.0
2780,20,6,1,200,3,17,2995.0,2995.0,391.0
2780,20,6,1,200,3,17,3654.0,3654.0,361.0
2780,20,6,1,200,3,17,997.0,997.0,594.0
2780,20,6,1,200,3,17,4030.0,4030.0,522.0
2780,20,6,1,200,3,17,3934.0,3934.0,522.0
27122,20,6,1,200,3,17,2995.0,2995.0,391.0
27122,20,6,1,200,3,17,3654.0,3654.0,361.0
27122,20,6,1,200,3,17,997.0,997.0,594.0
27122,20,6,1,200,3,17,4030.0,4030.0,522.0
27122,20,6,1,200,3,17,3934.0,3934.0,522.0
12091,20,6,0,200,3,17,2995.0,2995.0,391.0
12091,20,6,0,200,3,17,3654.0,3654.0,361.0
12091,20,6,0,200,3,17,997.0,997.0,594.0
12091,20,6,0,200,3,17,4030.0,4030.0,522.0
12091,20,6,0,200,3,17,3934.0,3934.0,522.0
15840,20,6,1,200,0,17,2995.0,2995.0,391.0
15840,20,6,1,200,0,17,997.0,997.0,594.0
26042,438,10,1,240,3,84,,2256.0,613.0
19761,1349,4,1,491,3,66,1807.0,1807.0,15.0
19761,1349,4,1,491,3,66,3903.0,3903.0,522.0
4890,20,6,1,200,0,17,2995.0,2995.0,391.0
4890,20,6,1,200,0,17,997.0,997.0,594.0
32723,441,10,1,507,3,17,,2381.8,613.0
10080,20,6,1,200,0,17,2995.0,2995.0,391.0
10080,20,6,1,200,0,17,3654.0,3654.0,361.0
10080,20,6,1,200,0,17,997.0,997.0,594.0
10080,20,6,1,200,0,17,4030.0,4030.0,522.0
10080,20,6,1,200,0,17,3934.0,3934.0,522.0
28386,20,6,1,200,0,122,2995.0,2995.0,391.0
28386,20,6,1,200,0,122,3654.0,3654.0,361.0
28386,20,6,1,200,0,122,4030.0,4030.0,522.0
28386,20,6,1,200,0,122,3934.0,3934.0,522.0
22463,1237,10,1,491,3,101,,1924.6,613.0
14390,1420,10,1,525,0,152,2079.0,2079.0,178.0
17718,1000,6,2,491,0,117,274.0,274.0,340.0
17718,1000,6,2,491,0,117,1807.0,1807.0,15.0
17718,1000,6,2,491,0,117,3249.0,3249.0,92.0
26389,1420,10,0,525,0,152,1593.0,1593.0,539.0
7465,1416,4,1,469,0,-1,,3094.0,613.0
26501,1420,6,1,525,3,81,2503.0,2503.0,539.0
26501,1420,6,1,525,3,81,1983.0,1983.0,178.0
26501,1420,6,1,525,3,81,299.0,299.0,554.0
12849,323,4,0,363,3,89,3901.0,3901.0,522.0
12849,323,4,0,363,3,89,3910.0,3910.0,522.0
12849,323,4,0,363,3,89,3836.0,3836.0,97.0
20287,765,4,0,497,0,-1,1591.0,1591.0,68.0
20287,765,4,0,497,0,-1,1283.0,1283.0,202.0
7611,765,4,1,497,0,-1,1591.0,1591.0,68.0
7611,765,4,1,497,0,-1,1283.0,1283.0,202.0
20156,772,10,2,500,0,17,3455.0,3455.0,156.0
20156,772,10,2,500,0,17,879.0,879.0,353.0
20156,772,10,2,500,0,17,1855.0,1855.0,555.0
21938,772,10,1,500,0,17,3455.0,3455.0,156.0
21938,772,10,1,500,0,17,879.0,879.0,353.0
21938,772,10,1,500,0,17,1855.0,1855.0,555.0
14677,772,10,2,500,0,17,3455.0,3455.0,156.0
14677,772,10,2,500,0,17,879.0,879.0,353.0
14677,772,10,2,500,0,17,1855.0,1855.0,555.0
25508,319,10,1,515,0,92,2301.0,2301.0,480.0
25508,319,10,1,515,0,92,1176.0,1176.0,548.0
25508,319,10,1,515,0,92,3240.0,3240.0,383.0
25508,319,10,1,515,0,92,2207.0,2207.0,383.0
25508,319,10,1,515,0,92,115.0,115.0,383.0
25508,319,10,1,515,0,92,1361.0,1361.0,593.0
13194,319,10,1,515,0,190,2301.0,2301.0,480.0
13194,319,10,1,515,0,190,450.0,450.0,548.0
13194,319,10,1,515,0,190,3778.0,3778.0,464.0
17759,632,10,1,536,3,156,1629.0,1629.0,28.0
17759,632,10,1,536,3,156,3979.0,3979.0,522.0
16744,898,6,1,491,0,117,2658.0,2658.0,193.0
31460,20,6,1,200,0,122,2995.0,2995.0,391.0
22054,1416,4,1,469,0,-1,,3094.0,613.0
26661,1416,4,1,469,0,-1,823.0,823.0,78.0
26661,1416,4,1,469,0,-1,3981.0,3981.0,522.0
6624,806,4,0,450,3,76,2483.0,2483.0,44.0
6624,806,4,0,450,3,76,344.0,344.0,282.0
6624,806,4,0,450,3,76,1422.0,1422.0,110.0
10878,806,4,1,450,3,76,2483.0,2483.0,44.0
10878,806,4,1,450,3,76,2022.0,2022.0,282.0
10878,806,4,1,450,3,76,1422.0,1422.0,110.0
20270,827,10,0,503,0,45,2005.0,2005.0,361.0
20270,827,10,0,503,0,45,74.0,74.0,361.0
20270,827,10,0,503,0,45,3444.0,3444.0,522.0
20270,827,10,0,503,0,45,4053.0,4053.0,522.0
24779,1152,6,1,484,0,117,2473.0,2473.0,276.0
24779,1152,6,1,484,0,117,1010.0,1010.0,334.0
24779,1152,6,1,484,0,117,1798.0,1798.0,2.0
5611,771,10,1,503,0,-1,870.0,870.0,529.0
5611,771,10,1,503,0,-1,1184.0,1184.0,310.0
26742,441,10,1,507,0,132,1501.0,1501.0,350.0
26742,441,10,1,507,0,132,3227.0,3227.0,49.0
26742,441,10,1,507,0,132,3394.0,3394.0,49.0
29764,1295,4,1,531,0,78,,1800.4,613.0
6586,193,4,0,453,-1,108,3900.0,3900.0,522.0
6586,193,4,0,453,-1,108,3901.0,3901.0,522.0
6586,193,4,0,453,-1,108,3903.0,3903.0,522.0
6586,193,4,0,453,-1,108,3867.0,3867.0,93.0
6586,193,4,0,453,-1,108,1124.0,1124.0,93.0
6586,193,4,0,453,-1,108,3625.0,3625.0,238.0
6586,193,4,0,453,-1,108,3404.0,3404.0,342.0
6586,193,4,0,453,-1,108,1085.0,1085.0,342.0
6586,193,4,0,453,-1,108,3444.0,3444.0,522.0
6586,193,4,0,453,-1,108,1734.0,1734.0,108.0
6586,193,4,0,453,-1,108,1794.0,1794.0,108.0
6586,193,4,0,453,-1,108,2147.0,2147.0,108.0
32069,1295,10,1,531,0,132,2519.0,2519.0,513.0
18512,193,4,0,453,-1,108,3900.0,3900.0,522.0
18512,193,4,0,453,-1,108,3901.0,3901.0,522.0
18512,193,4,0,453,-1,108,3903.0,3903.0,522.0
18512,193,4,0,453,-1,108,1734.0,1734.0,108.0
18512,193,4,0,453,-1,108,3977.0,3977.0,522.0
23481,27,10,1,503,0,101,,2596.2,613.0
9086,1295,10,1,511,0,101,163.0,163.0,515.0
10389,430,4,1,175,0,118,,2459.0,613.0
18869,1383,10,0,503,0,101,870.0,870.0,529.0
18869,1383,10,0,503,0,101,1091.0,1091.0,529.0
18869,1383,10,0,503,0,101,1122.0,1122.0,310.0
25370,1368,4,0,468,0,-1,3024.0,3024.0,120.0
25370,1368,4,0,468,0,-1,1537.0,1537.0,583.0
25370,1368,4,0,468,0,-1,4055.0,4055.0,522.0
25370,1368,4,0,468,0,-1,4056.0,4056.0,522.0
25370,1368,4,0,468,0,-1,4057.0,4057.0,522.0
2372,123,6,1,6,3,45,390.0,390.0,548.0
2372,123,6,1,6,3,45,3634.0,3634.0,585.0
2372,123,6,1,6,3,45,1573.0,1573.0,472.0
21499,1016,10,1,536,3,156,2628.0,2628.0,28.0
28663,601,10,2,503,3,180,3262.0,3262.0,609.0
28663,601,10,2,503,3,180,1919.0,1919.0,253.0
28477,906,6,2,535,3,38,,2480.0,613.0
32670,1237,10,1,503,3,101,,2596.2,613.0
18481,995,10,3,515,3,190,3128.0,3128.0,548.0
18481,995,10,3,515,3,190,3778.0,3778.0,464.0
21508,1295,10,1,511,0,101,163.0,163.0,515.0
21816,701,10,3,255,0,39,667.0,667.0,391.0
21816,701,10,3,255,0,39,3916.0,3916.0,522.0
14872,768,4,1,487,0,66,468.0,468.0,276.0
27538,768,4,1,487,0,66,468.0,468.0,276.0
16115,147,6,1,495,3,146,,3176.2,613.0
15665,191,4,1,469,0,65,,1859.0,613.0
16184,643,4,0,474,0,-1,3894.0,3894.0,323.0
9213,1433,10,1,192,0,96,2731.0,2731.0,350.0
9213,1433,10,1,192,0,96,2226.0,2226.0,204.0
17038,1433,10,0,192,0,96,2731.0,2731.0,350.0
17038,1433,10,0,192,0,96,2226.0,2226.0,204.0
31769,745,4,0,282,0,44,218.0,218.0,173.0
11774,1232,4,0,370,3,89,1252.0,1252.0,572.0
11774,1232,4,0,370,3,89,747.0,747.0,594.0
18845,20,6,1,203,0,17,2995.0,2995.0,391.0
18845,20,6,1,203,0,17,3654.0,3654.0,361.0
18845,20,6,1,203,0,17,4029.0,4029.0,522.0
18845,20,6,1,203,0,17,3934.0,3934.0,522.0
23831,1295,10,1,511,0,101,,1186.6,613.0
4083,136,4,1,469,0,-1,3100.0,3100.0,220.0
12885,1232,4,0,370,3,89,715.0,715.0,97.0
12885,1232,4,0,370,3,89,272.0,272.0,409.0
15335,1241,10,0,505,0,152,1402.0,1402.0,407.0
15335,1241,10,0,505,0,152,3903.0,3903.0,522.0
15335,1241,10,0,505,0,152,2810.0,2810.0,536.0
8900,1295,10,1,503,0,101,163.0,163.0,515.0
5379,768,4,0,487,0,66,468.0,468.0,276.0
23546,1295,10,1,511,0,101,,1186.6,613.0
23038,671,10,1,198,0,8,3639.0,3639.0,515.0
3174,649,10,0,517,3,156,1398.0,1398.0,548.0
3174,649,10,0,517,3,156,3613.0,3613.0,522.0
3174,649,10,0,517,3,156,1077.0,1077.0,612.0
3174,649,10,0,517,3,156,17.0,17.0,593.0
3174,649,10,0,517,3,156,1361.0,1361.0,593.0
3174,649,10,0,517,3,156,2207.0,2207.0,383.0
3174,649,10,0,517,3,156,115.0,115.0,383.0
3174,649,10,0,517,3,156,2209.0,2209.0,522.0
13520,649,10,2,517,3,156,1398.0,1398.0,548.0
13520,649,10,2,517,3,156,3613.0,3613.0,522.0
13520,649,10,2,517,3,156,1077.0,1077.0,612.0
13520,649,10,2,517,3,156,17.0,17.0,593.0
13520,649,10,2,517,3,156,1361.0,1361.0,593.0
13520,649,10,2,517,3,156,115.0,115.0,383.0
13520,649,10,2,517,3,156,2209.0,2209.0,522.0
19263,649,10,0,517,3,156,1398.0,1398.0,548.0
19263,649,10,0,517,3,156,3613.0,3613.0,522.0
19263,649,10,0,517,3,156,1077.0,1077.0,612.0
19263,649,10,0,517,3,156,17.0,17.0,593.0
19263,649,10,0,517,3,156,1361.0,1361.0,593.0
19263,649,10,0,517,3,156,115.0,115.0,383.0
19263,649,10,0,517,3,156,2209.0,2209.0,522.0
21104,1277,4,1,491,0,144,,1953.8,613.0
871,231,4,0,487,3,89,274.0,274.0,340.0
871,231,4,0,487,3,89,975.0,975.0,258.0
21497,175,6,2,282,3,33,2136.0,2136.0,15.0
26059,175,6,0,394,3,33,683.0,683.0,82.0
27948,6,6,0,220,3,17,2437.0,2437.0,438.0
27948,6,6,0,220,3,17,2973.0,2973.0,548.0
27948,6,6,0,220,3,17,993.0,993.0,184.0
19924,1295,10,1,511,0,101,,1186.6,613.0
22457,1295,10,1,511,0,101,74.0,74.0,361.0
22457,1295,10,1,511,0,101,2032.0,2032.0,80.0
26907,191,4,1,469,0,65,1803.0,1803.0,44.0
26907,191,4,1,469,0,65,3636.0,3636.0,78.0
9822,1023,10,0,503,0,29,3262.0,3262.0,609.0
9822,1023,10,0,503,0,29,1085.0,1085.0,342.0
9822,1023,10,0,503,0,29,1578.0,1578.0,342.0
9822,1023,10,0,503,0,29,2032.0,2032.0,80.0
9822,1023,10,0,503,0,29,3776.0,3776.0,87.0
13988,322,6,1,536,0,46,981.0,981.0,158.0
32016,1040,4,0,244,0,76,3254.0,3254.0,0.0
32016,1040,4,0,244,0,76,1286.0,1286.0,110.0
32016,1040,4,0,244,0,76,1422.0,1422.0,110.0
10519,1383,10,0,505,0,126,1088.0,1088.0,533.0
10519,1383,10,0,505,0,126,2004.0,2004.0,533.0
10519,1383,10,0,505,0,126,691.0,691.0,533.0
10519,1383,10,0,505,0,126,3422.0,3422.0,533.0
10519,1383,10,0,505,0,126,955.0,955.0,558.0
10519,1383,10,0,505,0,126,3785.0,3785.0,494.0
20018,1383,10,3,505,0,126,1088.0,1088.0,533.0
20018,1383,10,3,505,0,126,2004.0,2004.0,533.0
20018,1383,10,3,505,0,126,691.0,691.0,533.0
20018,1383,10,3,505,0,126,3422.0,3422.0,533.0
20018,1383,10,3,505,0,126,955.0,955.0,558.0
20018,1383,10,3,505,0,126,794.0,794.0,437.0
20018,1383,10,3,505,0,126,3916.0,3916.0,522.0
4897,1277,4,1,491,0,144,1920.0,1920.0,120.0
4897,1277,4,1,491,0,144,3923.0,3923.0,522.0
28580,1383,10,0,505,0,126,3639.0,3639.0,515.0
24218,960,4,1,487,3,144,914.0,914.0,453.0
16305,1090,10,1,503,0,26,1920.0,1920.0,120.0
16305,1090,10,1,503,0,26,1772.0,1772.0,120.0
16305,1090,10,1,503,0,26,3948.0,3948.0,522.0
24884,898,6,1,478,0,117,1847.0,1847.0,510.0
24884,898,6,1,478,0,117,2128.0,2128.0,270.0
3589,1383,10,0,505,0,183,1088.0,1088.0,533.0
3589,1383,10,0,505,0,183,2004.0,2004.0,533.0
3589,1383,10,0,505,0,183,691.0,691.0,533.0
3589,1383,10,0,505,0,183,3422.0,3422.0,533.0
3589,1383,10,0,505,0,183,955.0,955.0,558.0
3589,1383,10,0,505,0,183,3136.0,3136.0,536.0
322,1383,10,1,505,0,126,2636.0,2636.0,558.0
322,1383,10,1,505,0,126,3017.0,3017.0,558.0
322,1383,10,1,505,0,126,2725.0,2725.0,536.0
16169,1383,10,0,505,0,152,1088.0,1088.0,533.0
16169,1383,10,0,505,0,152,2004.0,2004.0,533.0
16169,1383,10,0,505,0,152,691.0,691.0,533.0
16169,1383,10,0,505,0,152,3422.0,3422.0,533.0
16169,1383,10,0,505,0,152,2387.0,2387.0,558.0
16169,1383,10,0,505,0,152,2810.0,2810.0,536.0
16169,1383,10,0,505,0,152,2664.0,2664.0,50.0
9234,1090,10,1,503,0,26,1920.0,1920.0,120.0
9234,1090,10,1,503,0,26,1772.0,1772.0,120.0
9234,1090,10,1,503,0,26,3948.0,3948.0,522.0
14221,806,4,1,453,3,108,,2381.0,613.0
29653,406,10,0,503,0,17,3704.0,3704.0,31.0
29653,406,10,0,503,0,17,146.0,146.0,529.0
29653,406,10,0,503,0,17,1789.0,1789.0,206.0
29653,406,10,0,503,0,17,3924.0,3924.0,522.0
29653,406,10,0,503,0,17,3915.0,3915.0,522.0
29653,406,10,0,503,0,17,1138.0,1138.0,80.0
29653,406,10,0,503,0,17,3914.0,3914.0,522.0
5192,771,10,0,503,0,17,318.0,318.0,243.0
5192,771,10,0,503,0,17,2833.0,2833.0,609.0
5192,771,10,0,503,0,17,2032.0,2032.0,80.0
5192,771,10,0,503,0,17,3776.0,3776.0,87.0
26961,406,4,1,38,0,163,327.0,327.0,37.0
26961,406,4,1,38,0,163,4028.0,4028.0,522.0
25483,406,4,0,38,0,163,327.0,327.0,37.0
25483,406,4,0,38,0,163,4028.0,4028.0,522.0
21062,1383,10,1,503,0,17,2833.0,2833.0,609.0
21062,1383,10,1,503,0,17,526.0,526.0,177.0
1276,366,6,0,497,0,-1,1591.0,1591.0,68.0
1276,366,6,0,497,0,-1,155.0,155.0,523.0
1276,366,6,0,497,0,-1,891.0,891.0,202.0
31998,806,4,0,453,3,108,3254.0,3254.0,0.0
31998,806,4,0,453,3,108,2147.0,2147.0,108.0
10654,643,4,0,484,0,144,2470.0,2470.0,276.0
437,1438,6,1,525,0,117,,2486.6,613.0
28385,1383,10,1,503,0,85,3424.0,3424.0,391.0
7553,643,4,0,484,0,144,2470.0,2470.0,276.0
19010,322,4,2,536,0,144,,1385.8,613.0
28584,806,4,1,453,3,108,,2381.0,613.0
15430,580,10,0,515,0,188,2193.0,2193.0,502.0
15430,580,10,0,515,0,188,450.0,450.0,548.0
15430,580,10,0,515,0,188,3778.0,3778.0,464.0
17761,772,10,0,503,0,17,3765.0,3765.0,156.0
17761,772,10,0,503,0,17,2833.0,2833.0,609.0
17761,772,10,0,503,0,17,2032.0,2032.0,80.0
17761,772,10,0,503,0,17,3776.0,3776.0,87.0
15366,1301,4,0,491,0,44,3228.0,3228.0,106.0
15366,1301,4,0,491,0,44,1980.0,1980.0,453.0
30349,643,4,0,484,0,144,2470.0,2470.0,276.0
12696,772,10,0,502,0,45,2997.0,2997.0,156.0
12696,772,10,0,502,0,45,3765.0,3765.0,156.0
12696,772,10,0,502,0,45,2833.0,2833.0,609.0
12696,772,10,0,502,0,45,3312.0,3312.0,253.0
29490,643,4,0,484,0,144,2470.0,2470.0,276.0
10759,157,10,1,502,-1,43,3900.0,3900.0,522.0
10759,157,10,1,502,-1,43,3901.0,3901.0,522.0
10759,157,10,1,502,-1,43,3902.0,3902.0,522.0
10759,157,10,1,502,-1,43,3903.0,3903.0,522.0
10759,157,10,1,502,-1,43,3910.0,3910.0,522.0
10759,157,10,1,502,-1,43,2375.0,2375.0,237.0
10759,157,10,1,502,-1,43,3911.0,3911.0,522.0
10759,157,10,1,502,-1,43,2849.0,2849.0,612.0
3758,643,4,0,484,0,144,2470.0,2470.0,276.0
23871,1337,4,0,491,0,66,1807.0,1807.0,15.0
7881,771,10,0,503,0,17,2833.0,2833.0,609.0
7881,771,10,0,503,0,17,1184.0,1184.0,310.0
8776,157,10,0,502,-1,43,3900.0,3900.0,522.0
8776,157,10,0,502,-1,43,3901.0,3901.0,522.0
8776,157,10,0,502,-1,43,3902.0,3902.0,522.0
